CombinedStreet	Suburb	State	PostCode	Country
185 St George Tce	Perth	WA	6000	
13 Hinds Ct	Waikiki	WA	6169	
4/72 Hale Road	Forrestfield	WA	6058	
7 wright av	swanbourne	WA	6010	
144a Warnbro Beach Road	Waikiki	WA	6169	
7 Carnegie Way	Padbury	WA	6025	
72-2 Sherwood Crt	Perth	WA	6000	
8/5 Centro Ave	Subiaco	WA	6008	
26 Kookaburra Cres	High Wycombe	WA	6051	
5/28 WITTENOOM ST	EAST PERTH	WA	6004	
189 Westfield St	Maddington	WA	6109	
1c Endeavour Road	Morley	WA	6062	
60 Buttercup Cres	High Wycombe	WA	6057	
33/33 Malcolm St	West Perth	WA	6005	
112/45 Malcom Street	West Perth	WA	6005	
217a Cambridge St	Wembley	WA	6014	
13 Myreson Cres	Maida Vale	WA	6057	
37 / 60 Kalinda Dve	City Beach	WA	6015	
Unit 139/14 Morrison Street	Como	WA	6152	
23 Frome St	Karrinyup	WA	6021	
27 Woodbridge Drive	Cooloongup	WA	6168	
6e/ 4 Crawley Ave	Crawley	WA	6009	
26 MURCHISON RD	Cooloongup	WA	6168	
47 Djilbau View	Leda	WA	6160	
6 Fairway Loop	Cooloongup	WA	6168	
3/40 Norton Dr	Dianella	WA	6059	
4 Portroe Way	Darch	WA	6065	
64 Eva St	Maddington	WA	6109	
147c Drummond St	Bedford	WA	6052	
89/219 Midland Road	Hazelmere	WA	6057	
13 O'Dea St	Carlisle St	WA	6101	
10 Lorikeet Loop	Highwycombe	WA	6057	
13 Vanda Pl	Maddington	WA	6109	
27 San Javier Circle	Secret Harbour	WA	6173	
27 Chatsworth Tce	Claremont	WA	6010	
11b Swinton Place	Erskine	WA	6210	
23 Randall St	Langford	WA	6147	
30 Sandpiper Road	Stirling	WA	6021	
65 CASTLE RD	WOOSLANDS	WA	6018	
unit 56/203 Nichloson Rd	Shenton Park	WA	6008	
55 Repatriation Road	Pickering Brook	WA	6076	
3 Bunker Crt	Cooloongup	WA	6168	
5a Roban Way	Morley	WA	6062	
9 Cotton Place	Waikiki	WA	6168	
1/41 grandoak	Clarkson	WA	6030	
396/1140 Wanneroo Road	Ashby	WA	6065	
38 Buttercuo Crescent	High Wycombe	WA	6057	
10 Swansea St	Swanbourne	WA	6010	
527 Chapman Road	Sunset Beach	WA	6530	
18 Harding Close	Cooloongup	WA	6168	
43 Smith St	Furnissdale	WA	6209	
15 Mark Way	Tarcoola	WA	6530	
29 Dixie Road	Kelmscott	WA	6111	
51 Stead Street	Maddington	WA	6109	
91 Unnaro St	Hillman	WA	6168	
4 Bibanup Court	Hillman	WA	6168	
13 Loton Road	Claremont	WA	6010	
57b Woodbridge Dr	Cooloongup	WA	6168	
3b Ainsley Road	North Fremantle	WA	6159	Australia
113 Glendenning Road	Mt Tarcoola	WA	6530	
33/10 Boundary Rd	Mosman Park	WA	6010	
13 Neale Place	Cooloongup	WA	6168	
14 Conch Rise	Geraldton	WA	6530	
1 Osborne Pde	Claremont	WA	6010	
51 Waterton Way	Cooloongup	WA	6169	
23 Sheldrake St	Stirlin	WA	6021	
12 Lionel Court	Dungraig	WA	6023	
149 Nicholson Road	Shenton Park	WA	6008	
13 Kenton Street	Ferndale	WA	6148	
10 Falcon St	Rockingham	WA	6168	
9 Blackpool Prom	Iluka	WA	6028	
3/17 Hehir	Belmont	WA	6104	
2 Purdcm Rd	Wembley Downs	WA	6019	
15 Reg Percy St	Wandina	WA	6530	
23 Brae Road	Hight Wycombe	WA	6057	
26 Partltree Ave	Yanchep	WA	6034	
9 Glencoe Parade	Cooloongup	WA	6168	
50a Woodrow Ave	Yokine	WA	6060	
85 Edward St	Bedford	WA	6052	
20 Broome St	Cottseloe	WA	6011	
509 Charles Street	North Perth	WA	6006	
40 Union Street	Subiaco	WA	6008	
67 Grange Drive	Cooloongup	WA	6168	
98 Abraham Street	Utakarra	WA	6530	
53a Georgetown Drive	Safety Bay	WA	6169	
11 Maple Place	Maddington	WA	6109	
15 citrus grove	high wycombe	WA	6057	
101 Monmouth St	North Perth	WA	6006	
9 Burns Pl	Burns Beach	WA	6030	
30 The Cutting	North Fremantle	WA	6159	
62 Leda Blvd	Wellard	WA	6170	
21 Eveleigh Blvd	Clarkson	WA	6030	
32 elmore way	High Wycombe	WA	6057	
10 Poincaire Street	Stirling	WA	6021	
31 Kookaburra Street	Stirling	WA	6021	
po box 279	Mosman Park	WA	6912	Australia
9 Collin St	Yokine	WA	6060	
13/1 Price Street	Subiaco	WA	6008	
5 Platt Close	Mosman Park	WA	6012	
-	-	WA	6010	
36 Mount St	West Perth	WA	6005	
43 Elsegood Street	Dianella	WA	6059	
32 Troy Tce	Daglish	WA	6008	
147/1140 Wanneroo Rd	Ashby	WA	6065	
14 Kenneth Road	Highwycombe	WA	6057	
1/13 Imber Place	Langford	WA	6147	
39 Torrindon Ave	Parkwood	WA	6147	
3/37 Carmick Way	Ferndale	WA	6148	
98 Kembley Circle	Madeley	WA	6065	
27 Rupert Street	Subiaco	WA	6008	
1/305 Churchill Ave	Subiaco	WA	6008	
126 Victoria Street	Mosman Park	WA	6012	
9 Hairet Court	High Wycombe	WA	6051	
5 Read Avenue	Mosman Park	WA	6012	
P.O.Box 4418	Mosman Park	WA	6012	
38 Merley Way	Parkwood	WA	6155	
25B Kenneth Rd	High Wycombe	WA	6057	
14 Winfield St	Lynwood	WA	6147	
22A Freshwater Parade	Claremont	WA	6010	
24 Aldigna Place	Waikiki	WA	6168	
41 Navarre Way	Butler	WA	6036	
28 Splendour Rd	Baldivis	WA	6147	
9  Warner Rd	High Wycombe	WA	6057	
40 Kalma Way	Forrestfield	WA	6058	
8 Lautoka Rise	Mindarie	WA	6030	
59 Standiland Street	Maddington	WA	6109	
10/11 Heytesbury Rd	Subiaco	WA	6008	
4 Neville Dr	Wanneroo	WA	6065	
530 Burns Beach Road	Burns B	WA	6028	
49 Mcallister Blvd	Clarkson	WA	6030	
9 Miriam Way	Sinagra	WA	6065	
42 Callandra Way	Forrestfield	WA	2112	
41 Sheffield Rd	Wattle Grove	WA	6107	
39 Coates Ave	Baldivis	WA	6171	
6 Grasmere Ave	City Beach	WA	6015	
3 Ball Place	Queens Park	WA	6107	
8 Oliveri st	Sinagra	WA	6065	
3a Moran St	Embelton	WA	6062	
105 Hellfire Dve	Darch	WA	6065	
15 Casatt St	Ashby	WA	6065	
27 Alfreton Way	Duncraig	WA	6023	
65/3 Sheen Street	Subiaco	WA	6008	
17 Hammersley St	Cottesloe	WA	6011	
14 SAINT FIELD	CORNER RIDGEWOOD	WA	6065	
127 Newbuen Road	Highwycombe	WA	6057	
Ridges Hotel	Perth	WA	6000	
129b Grand Prom	Bedford	WA	6052	
44 Fellbridge Way	Langford	WA	6147	
8 Lyon Street	Cottesloe	WA	6011	
89 Watling Ave	Lynwood	WA	6147	
175 Nicholson Rd	Lynwood	WA	6147	
17 Lightfoot Place	Cooloongup	WA	6168	
28 gidgi way	wanneroo	WA	6065	
41 Green Street	Mount Hawthorn	WA	6016	
4 Rotherby Court	Cooloongup	WA	6168	
11 Strickland St	Mt Claremont	WA	6010	
44 Coatelan Drive	Stirling	WA	6021	
540 Kalamunda Road	High Wycombe	WA	6057	
4 The Pines	Como	WA	6152	
9 Wotto Gardens	Ballajura	WA	6066	
25 Damian Road	Jandabup	WA	6077	
12/131 Railway Ave	Kelomscott	WA	6111	
21 Weston Street	Maddington	WA	6109	
8 Glanel Street	Mount Hawthorn	WA	6016	
12 Harlow Ct	Camillo	WA	6111	
10 Wallan Court	Maddington	WA	6109	
12 Minigwal Loop	Waikiki	WA	6169	
31 Cedar Way	Maddington	WA	6109	
4/470 Crawfort Rd	Dianella	WA	6059	
9 Vinciullo way	sinagra	WA	6065	
1 Elton St	Maddington	WA	6109	
14 pymole cres	butler	WA	6036	
1808 mandurah road	port kennedy	WA	6172	
4/4 Dover Court	Mosman Park	WA	6012	
18 Wimble Green	High Wycombe	WA	6057	
89 Carisbrooke St	Maddington	WA	6109	
26 Field View	Bullsbrook	WA	6084	
41 Riti ave	Wanneroo	WA	6065	
5/237 Cambridge Street	Wembley	WA	6014	
14d King Street	Geraldton	WA	6530	
20 /2 Goderich st	East Perth	WA	6004	
55 Queensville Ave	Lynwood	WA	6147	
57/71 Ruislip St	Wembley	WA	6014	
17/4 Dover Court	Mosman Park	WA	6012	
16 Broome St	Subiaco	WA	6008	
1 Darbon Cres	Subiaco	WA	6008	
86 Lambertia Cres	High Wycombe	WA	6057	
14 Blair Court	Waikiki	WA	6169	
29 Wexcombe Way	Aveley	WA	6069	
12 Hemmings Cl	Clarkson	WA	6030	
110 Gosnells St	Maddington	WA	6109	
Unit 6 6 Dowling St	Rockingham	WA	6168	
77 Nicholls Rd	Elgin	WA	6237	
78 Lakemba Way	Waikiki	WA	6169	
93 Bradford St	Coolbinia	WA	6050	
51 Upwood Cir	High Wycombe	WA	6057	
8/237 Roberts Street	Joondanna	WA	6060	
95 Heffron Way	Gabbadah	WA	6041	
91 Smirk Rd	Baldivis	WA	6171	
17 Westfield Street	Maddington	WA	6109	
1/18 Park Rd	Crawley	WA	6009	
16/186 Hale Rd	Forrestfield	WA	6058	
10 Patience Place	Geraldton	TAS	6530	
10 Woodford Ave	Lynwood	WA	6147	
14/19 Flora Terrace	Watermans Bay	WA	6020	
96b Powell St	Joondanna	WA	6060	
61/ 203 Nicholson Rd	Shenton Park	WA	6008	
57 San rosa rd	Wanneroo	WA	6065	
34 Kennedy Rd	Morley	WA	6062	
28 Juniper Way	Forrestfield	WA	6058	
8 Haig Street	Tuart Hill	WA	6060	
7 Seabrook Place	Success	WA	6164	
27 Jacana Circle	Gwelup	WA	6018	
60 Windermere Circle	Joondalup	WA	6027	
1 Plymouth Way	Waikiki	WA	6169	
908/305 Murry St	Perth	WA	6000	
16 Main St	Osborne Park	WA	6017	
17 Iduna Rd	Mt Tarcoola	WA	6530	
996 Hay St	Perth	WA	6000	
8 Lantana Ave	Mt Claremont	WA	6010	
67 Aldington Street	Maddington	WA	6109	
2 Rothesay Crt	Cooloongup	WA	6168	
19 Iveston Rd	Lynwood	WA	6147	
32 Glengard Dr	Floreat	WA	6014	
80a Woodroe	Yokine	WA	6060	
101 Marvell Ave	Munster	WA	6166	
8 Blair St	Karrinyup	WA	6018	
Unit 4/164 Aberdeen Street	Northbridge	WA	6003	
8 Hillview Rise	Cooloongup	WA	6169	
36 Sorenson Road	High Wycombe	WA	6057	
103C/93 Thomas St	Subiaco	WA	6008	
1 Pattani Crt	Mindarie	WA	6030	
5/160 Flinders Street	Yokine	WA	6060	
16 Tennyson St	Leederville	WA	6007	
12 Parham Road	Quinns Rocks	WA	6030	
29 Oceanside Drive	Wandina	WA	6530	
Unit 1/12 Brosnan Street	Dianella	WA	6059	
15 Lilac Hill Vista	Madeley	WA	6065	
22 Worrell Ave	High Wycombe	WA	6057	
24 Russell Street	Morley	WA	6062	
5 Gloucestre St	Swanbourne	WA	6010	
257b Grand Prom	Dianella	WA	6059	
75 Weston Street	Maddington	WA	6109	
17 Bruce St	Nedlands	WA	6009	
30 Forrester Road	Safety Bay	WA	6169	
50 Elsegood Street	Dianella	WA	6059	
1/2 Outram St	West Perth	WA	6005	
708/659 Murray St	West Perth	WA	6005	
134 Willmott Drive	Cooloongup	WA	6168	
63 Altone Rd	Lockridge	WA	6054	
86 Mondurup Street	Mt Barker	WA	6324	
58 hebble loop	banjap	WA	6164	
11 Wade St	Joondanna	WA	6060	
Po Box 26	Walkaway	WA	6532	
44 Lancley Way	Mirrabooka	WA	6061	
41 Pitchard Gld	Clarkson	WA	6030	
25 Waterhouse Meander	Burns Beach	WA	6028	
46 B Helm St	Maddington	WA	6109	
55 Gillings  Pde	Wattle Grove	WA	6107	
1b Cassard Way	Ferndale	WA	6148	
93 Wittenoom Rd	High Wycombe	WA	6057	
4/111 Stirling Hwy	Nedlands	WA	6009	
15 Giles Place	Waikiki	WA	6169	
63 Helm Street	Maddington	WA	6109	
35 Glenview Street	Mount Tarcoola	WA	6530	
41 Cyril Rd	High Wycombe	WA	6057	
6b Glenn Ave	Mosman Park	WA	6012	
9 Nadler Way	Clarkson	WA	6030	
22 monyash street	carine	WA	6023	
63 Ord Street	Nedlands	WA	6009	Australia
14 rotterdam vista	wanneroo	WA	6065	
5 Edwyna St	Mosman Park	WA	6012	
4/239 Barker Road	Subiaco	WA	6008	
10 Kinninmont Ave`	Nedlands	WA	6009	
99 Gwenyfred Rd	Kensington	WA	6151	
Unit 85 597 Kalamunda Rd	High Wycombe	WA	6057	
1/60 Glendinning Rd	Geraldton	WA	6530	
60 Parakeet Bend	Baldivis	WA	6171	
24 Point Leander Dve	Dongara	WA	6525	
24/22 Astley St	Gosnells	WA	6110	
30 Maidstone Street	Mount Tarcoola	WA	6530	
6 Mair Lane	Wattle Grove	WA	6107	
12 Lovegrove Close	Mt Claremont	WA	6010	
74 Camborne Parkway	Butler	WA	6036	
7 Evana Terrece	Wandina	WA	6530	
21 Inverness Crt	Cooloongup	WA	6168	
177 Harrpenden St	Huntingdale	WA	6110	
20 Saintfield Cnr	Ridgewood	WA	6030	
ubit 518/55 belgrade road	Wanneroo	TAS	6065	
121a Rokeby Rd	Subiaco	WA	6008	
37 Davisia Mews	Ferndale	WA	6148	
35 Bath Road	Morley	WA	6062	
2 Inverness Court	Cooloongup	WA	6168	
104 Newborough St	Karrinyup	WA	6018	
4 Goongarrie Drive	Waikiki	WA	6169	
106 Redfern Stg	Subiaco	WA	6008	
23 Coolgardie St	Subiaco	WA	6008	
51 Haselmere Circus	Rockingham	WA	6168	
7 Stortford Rd	Southern River	WA	6110	
1/10 Merope Close	Rockingham	WA	6168	
34 Jameson Street	Mosman Park	WA	6012	
Unit 2004/8 Adeliade Tce	E Perth	WA	6004	
11 Montrose St	Lynwood	WA	6147	
3 Minchin Crescent	Middle Swan	WA	6056	
Site 148 4 Hull	Cape Burney	WA	6532	
68 rousset rd	Wanneroo	WA	6065	
233	Morawa	WA	6623	
21 Solquest Way	Cooloongup	WA	6168	
9 Hanlin St	Mosman Park	WA	6012	
278 bagot rd	subiaco	VIC	6008	
40 Stainer Avenue	Rockingham	WA	6168	
4 Patricia Street	East Victoria Park	WA	6101	
71 Heytesbury Rd	Subiaco	WA	6008	
38 Glyde Street	East Fremantle	WA	6158	
45 Aruma Way	City Beach	WA	6015	
122/19 Hughie Edwards Dr	Merriwa	WA	6030	
67 Wilkie Street	Stirling	WA	6021	
16 Bold Pl	Ferndale	WA	6148	
Lot 553 Dirt Hartog Drive	Nambellup	WA	6207	
11 Greenberry Close	Mount Claremont	WA	6010	
9 Burnett Drive	Clarkson	WA	6030	
75 Darlington Rd	Darlington	WA	6070	
203/437 Stirling Hwy	Claremont	WA	6010	
16c Victoris Av	Claremont	WA	6010	
9 Floyd St	Trigg	WA	6029	
Unit 3/410 Barker Road	Subiaco	WA	6008	
3 Bonnard Cres	Ashby	WA	6065	
7 Western Court	Cooloongup	WA	6168	
393 Metcalfe Road	Parkwood	WA	6147	
46 Loch St	Nedlands	WA	6009	
19 Stanmore St	Shenton Park	WA	6008	
9/155 Adelaide Tce	Perth	WA	6004	
8 Bentwood Cl	Thornlie	WA	6108	
219 Kalamunda Rd	Maida Vale	WA	6057	
42 Willow Way	Maddington	WA	6109	
11 Trevillian Qy`	Kingston	ACT	2604	
14 Camelia Court	Ferndale	WA	6148	
49 Lewis Road	Martin	WA	6109	
20 Isaac Way	Calista	WA	6163	
14 Reliance Court	Waikiki	WA	6169	
86/4 Albert St	Claremont	WA	6010	
"Unit 4, Elanora Drive"	Cooloongup	WA	6168	
35a Ashbrook Ave	Pearsall	WA	6026	
1/227 Stock Rd	Palymra	WA	6157	
4/103 Bessell Ave	Como	WA	6151	
3 kendrew court	willeton	WA	6155	
2/110 Ashley Rd	Tapping	WA	6065	
23 Linksman St	Yanchep	WA	6035	
15 Shadycroft Retreat	Dianella	WA	6059	
83 Camborne Parkway	Butler	WA	6036	
8/22 Shoalhaven Place	Waikiki	WA	6169	
16 Queenscliffe Close	Tarcoola Beach	WA	6530	
40 Ardross Cr	Coolbinia	WA	6050	
12 Palm Drive	Warnbro	WA	6169	
4 manor gardens	high wycombe	WA	6057	
2 View Point Mews	Drummond Cove	WA	6530	
20 Holling St	Maddington	WA	6109	
21 College Rd	Claremont	WA	6010	
41 Kangaroo Ent	Stratton	WA	6056	
22 Protea Way	Banksia Grove	WA	6031	
unit 4/24 Cleveland St	Diannella	WA	6059	
52 Lysle St	Mt Claremont	WA	6010	
90 Woodbridge Drive	Cooloongup	WA	6168	
133 Woodbridge Drive	Cooloongup	WA	6168	
289 Churchill Ave	Subiaco	WA	6008	
252/597 Kalamunda Road	High Wycombe	WA	6057	
Unit 6/216 Barker Road	Subiaco	WA	6008	
43/73 Leake Street	Bayswater	WA	6053	
18 Castledene Way	Tapping	WA	6065	
473 Cambridge St	Floreat	WA	6014	
8 Montrose St	Lynwood	WA	6147	
23 Parus Grove	Jindalee	WA	6036	
113 DFORREST ST	COSTELLO	WA	6011	
7 Arbon Place	Lynwood	WA	6147	
221/597 Kalamunda Road	High Wycombe	WA	6057	
32 Birrine Gardens	High Wycombe	WA	6057	
Unit 1 16-18 Amery St	Como	WA	6152	
13 ELLIS COURT	HIGH WYCOMBE	WA	6057	
19 Glenview Street	Mount Tarcoola	WA	6530	
22 gill st	Mosman Park	WA	6012	
20/30 Buttermere App	Waikiki	WA	6168	
35 Hillway	Nedlands	WA	6009	
22 Boreham St	Cottesloe	WA	6011	
150 victoria street	mosman park	WA	6012	
55/2 Wexford St	Subiaco	WA	6008	
10 Manila Place	Warnbro	WA	6168	
71 High Street	Sorrento	WA	6020	
8/30 Jarrad Street	Cottesloe	WA	6011	
Unit 2 23 Mckail St	Orana	WA	6330	
12 Condicote Loop	Butler	WA	6036	
503/659 Murray St	Perth	WA	6005	
29 Belgrade Rd	Wanneroo	WA	6065	
5/2 Plaistow Street	Joondalup	WA	6027	
10 Saint Pierre Circuit	Currambine	WA	6028	
16 Sayer Crt	Gosnells	WA	6110	
280 Hay St	Perth	WA	6000	
17 Palarup Grove	Waikiki	WA	6169	
POBox 610	Clarmoent	WA	6910	
120a Peninsula Rd	Maylands	WA	6051	
20 Rawson Street	Subiaco	WA	6008	
53 Flagtail Loop	Yanchep	WA	6035	
297 Salvado Rd	Floreat	WA	6014	
40 Carberry Sq	Clarkson	WA	6030	
356/1140 Wanneroo Rd	Wanneroo	WA	6065	
12 View Tce	Quinns Rocks	WA	6030	
1/1 Price St	Subiaco	WA	6008	
14 Aroona Way	Maddington	WA	6109	
15timbertop	Woodvale	WA	6065	
11 Pavetta Cres	Forrestfield	WA	6058	
23 Jupiter Bend	Rockingham	WA	6168	
41 Bluebill Lane	Baldivis	WA	6171	
89 Purley Crescent	Ferndale	WA	6148	
35 Manchester Drive	Hocking	WA	6065	
2/108 Lockhart St	Como	WA	6152	
24 Richards Road	High Wycombe	WA	6057	
23 Weerang Entrance	South Guildford	WA	6057	
7 Hawkevale Road	High Wycombe	WA	6057	
1/17 Wheatcroft St	Scarborough	WA	6019	
5 Alvida Street	Clarkson	WA	6030	
9 Wilsmore Street	Daglish	WA	6008	
131/10 Hocking Rd	Kinglsey	WA	6065	
Po Box 1026	Rollystone	WA	6111	
2 Sirens Ct	White Rock	QLD	4868	
15 Edwards Road	High Wycombe	WA	6057	
2 Jessamine St	Dianella	WA	6059	
69 Caribrooke St	Maddington	WA	6109	
15 Houken St	Sorento	VIC	6020	
62 Kookaburra Cres	High Wycomkbe	WA	6107	
22 Troy Tce	Daglish	WA	6008	
14b Ferndale Crescent	Ferndale	WA	6148	
6 Aldinga Place	Waikiki	WA	6168	
4 Orkney Mews	Waikiki	WA	6169	
25B Victoria Avenue	Claremont	WA	6010	
3B Bulimba Rd	Nedlands	VIC	6009	
1/37 Elizabeth St	South Perth	WA	6151	
12/9 Mccabe Street	North Fremantle	WA	6159	
122 Bateman Road	Mount Pleasent	WA	6153	
5 Melia Rd	Duncraig	WA	6023	
3 WATERFORD ST	INGLEWOOD	WA	6052	
7b Tulip Place	Dianella	WA	6059	
18 Adisham Rd	Maddington	WA	6109	
16 Worthington Rd	Booragoon	WA	6154	
26 Willis St	Mosman Park	WA	6012	
68c Collier Avenue	Balcatta	WA	6021	
8 Blairgowie Heights	Kinross	WA	6028	
202d/93 Thomas Street	Subiaco	WA	6000	
42 Birkett Street	Bedford	WA	6052	
"10 / 10 Kings Park Ave,"	Crawley	WA	6009	
14 Merilup Ct	Hilman	WA	6168	
12 Colombo St	Victoria Park	WA	6100	
40 Morley Drive	Tuart Hill	WA	6060	
24 Solquest Way	Cooloongup	WA	6168	
601 Albany Hwy	Bedfordale	WA	6112	
11 Maple Pl	Maddington	WA	6109	
437 Walter Road West	Morley	WA	6062	
3 bonnard cres	Ashby	WA	6065	
37/3 Park Ave	Crawley	WA	6009	
263 Odin Drive	Stirling	WA	6021	
40 Cambridge Cres	Cooloongup	WA	6168	
2 Vix St	Dalkeith	WA	6009	
22b Castleton Street	Balcatta	WA	6021	
4/146 ST ANDREWS DRIVE	YANCATP	WA	6035	
Unit 7/39 Hurlingham Rd	South Perth	WA	6151	
11 Amethyst Place	Maida Vale	WA	6057	
31 Urawa Road	Duncraig	WA	6023	
36 Evana	Wavelyn Views	WA	6530	
10 Butterleaf Ave	Yanchep	WA	6035	
37a Quinns Rocks Rd	Quinns	WA	6030	
8 Dempster Place	Sorrento	WA	6020	
151 Nicholson Rd	Shenton	WA	6008	
Unit 34/15 Chippingdale Drive	High Wycombe	WA	6057	
50 Peoples Ave	Gooseberry Hill	WA	6076	
16a Reserve St	Wembley	WA	6014	
37 Sitteia St	Stirling	WA	6021	
15 Russell Rd	Maida Vale	WA	6057	
34 Grand Prom	West Leederville	WA	6007	
8 Browne St	Subiaco	WA	6008	
28 Gascoyne Way	Cooloongup	WA	6168	
9 Sycamore Rise	Dianella	WA	6059	
26a Agincourt Drive	Forrestfield	WA	6058	
1/111 Summers Street	Perth	WA	6000	
43 Sellergfeild Bend	Waikiki	WA	6169	
14 Tallow Tree Cres	Subiaco	WA	6008	
9/9 Raymond Street	Yokine	WA	6060	
15 Ferncroft Way	Kinglsey	WA	6026	
1 Croydon Avenue	Yokine	WA	6060	
unit 5-7 Centro Ave	Subiaco	WA	6008	
16 Kempsey Street	Baldivis	WA	6171	
19/1 Murray Ave	Mosman Park	WA	6012	
38 reserve st	claremont	WA	6010	
18 Ballantine Rd	Warwick	WA	6024	
6a Hutt St	Mount Lawley	WA	6050	
141/369 Hay St	East Perth	WA	6004	
33 Carter Road	York	WA	6302	
10 Emerald Court	Maida Vale	WA	6057	
7 Duncraig Court	Cooloongup	WA	6168	
46 St Anthony Dr	Stirling	WA	6021	
347 Karrinyup Rd	Karrinyup	WA	6018	
77 Heytesbury Rd	Subiaco	WA	6008	
30 Nottingham Grdns	High Bwycombe	WA	6057	
62 Hobbs Ave	Dalkeith	WA	6009	
17 Croydon St	Nedlands	WA	6009	
9/2 Briza Lane	Forrestfield	WA	6058	
46 Wood Street	Inglewood	WA	6052	
18 Hibiscus Road	Maddington	WA	6109	
399 Bagot Rd	Subiaco	WA	6008	
3/9 Boundary Rd	Mosman Park	WA	6012	
4 Kelso Court	Duncraig	WA	6023	
85 West Pde	Perth	WA	6000	
162b swan street	yokine	WA	6060	
10 Admiral Street	Wandina	WA	6530	
93 Powell St	Joondanna	WA	6060	
21 Upton Rd	High Wycombe	WA	6057	
8 Auld Court	Waikiki	WA	6167	
69 Ilma Rise	Geraldton	WA	6530	
16 Theseus Way	Coolbellup	WA	6163	
13 Mofflyn Circle	East Vic Park	WA	6101	
34 Calume St	Hillman	WA	6168	
22 Abalone Street	Waikiki	WA	6169	
31 Helm St	Maddington	WA	6109	
2a Loretto St	Subiaco	VIC	6008	
20 Glencairn Way	Parkwood	WA	6147	
2 Penn Street	Maddington	WA	6109	
341 Railway Rd	Shenton Park	WA	6008	
231 Heytesbury Rd	Subiaco	WA	6008	
23 Waratah Court	Maddington	WA	6109	
3/14 Coora Place	Nollamara	WA	6061	
53/170 Adelaide Tce	Perth	WA	6004	
3 Jabe Pl	Willetton	WA	6155	
907/96 Bow River Cres	Burswood	WA	6100	
14 Silvery Wave Vist	Wandina	WA	6530	
12 Shalvey Close	Duncraig	WA	6023	
32 Kirby Street	Willagee	WA	6156	
1 grebe ct	high wycombe	WA	6057	
5 Ingham Way	Butler	WA	6036	
61 Hlton Cres	Maddington	VIC	6109	
Po Box 220	Como	WA	6592	
85 foxton bvd	high wycombe	WA	6057	
41 Rangeview Rd	High Wycombe	WA	6057	
22c Haig St	Tuart Hill	WA	6060	
44 First Ave	Claremont	WA	6010	
24 Heffron St	Parmelia	WA	6167	
9 Malone Mews	Clarkson	WA	6030	
43/ 601 Wellington St	Perth	WA	6000	
76 Alfred Rd	Claremont	WA	6010	
4 Waterton Way	Rockingham	WA	6168	
Unit 19 Bethanie Village - 130 Edinoborough St	Joondanna	WA	6060	
44 Boundary Road	St James	WA	6102	
39 Seaflower Way	Guilderton	WA	6041	
14/346 Barker Rd	Subiaco	WA	6008	
269 Corfield St	Gosnell	WA	6110	
68 Salvado Road	Wembley	WA	6014	
13 Mcglew Road	Glen Forest	WA	6057	
3 Goundrey Dve	Pearsall	WA	6065	
38b Nottinakn Green	High Wycombe	WA	6057	
7 Toora Way	Cooloongup	WA	6168	
43 Meadowbrook Dr	Parkwood	WA	6147	
32a Hawkstone St	Cottesloe	WA	6011	
12 Little Bunning Road	Gedgegannup	WA	6083	
1107/8 Adelaide Tce	East Perth	WA	6004	
240	Perth	WA	6000	
292 Marmion St	Cottelsoe	WA	6010	
11b capital turn	Clarkosn	WA	6030	
49 Lyndale Ave	Parkwood	WA	6147	
48 Calliandra Way	Forrestfield	WA	6058	
7 Murphy Crescent	Bertram	WA	6167	
21 Delton Way	Atwell	WA	6164	
2/171 Parkin Street	Rockingham	WA	6168	
89 Alcock St	Maddington	WA	6109	
Unit 3/4 Thrope Street	Rockingham	WA	6169	
Unit 3 21 Armitage Cl	South Guildford	WA	6055	
13/6 Bridal Cres	Kenwick	WA	6107	
68 St Leonards Ave	West Leederville	WA	6007	
2 Cessna Way	High Wycombe	WA	6057	
Unit 1 440 Metcalfe	Ferndale	WA	6148	
14 Devon way	lynwood	WA	6147	
20 Kinlock Ave	Ferndale	WA	6148	
3/197 St Kilda Rd	Rivervale	WA	6103	
6 Markham Rd	High Wycombe	WA	6057	
9 Towarda Way	Wanneroo	WA	6065	
356 Crawford Rd	Inglewood	WA	6052	
38 St John Wood Boulevarde	Mt Claremont	WA	6010	
Unit 1/44 Davies Rd	Claremont	WA	6010	
29 Parakeela Grove	Maddington	WA	6109	
19/12 Ventor Ave	West Perth	WA	6005	
45 Richard Cleaver Lodge	Bentley	WA	6102	
21 Kylie St	wembly downs	WA	6019	
3/16 Tavistock Cres	Lynwood	WA	6147	
72 Welwyn Ave	Salter Point	WA	6152	
9 Chittering Vista	Pearsall	VIC	6065	
45 Torquata Blvd	Helena Valley	WA	6056	
78 Baltimore Pde	Merriwa	WA	6030	
16 Penn St	Maddington	WA	6109	
39 Widderson Place	Margaret River	WA	6285	
U15 153 St Geroges Tce	Pertgh	WA	6000	
5 Foston Drive	Duncraig	WA	6023	
194 maida vale road	maida vale	WA	6057	
6 Maroon Place	Warnbro	WA	6169	
U4/50 Cottoneaster Ramble	Stirling	WA	6021	
55 Camebridge Cres	Cooloongup	WA	6168	
10/235 Ferndale Cres	Ferndale	WA	6148	
4/13 Santarosa Way	Stirling	WA	6021	
93 Gascoyne Way	Cooloongup	WA	6168	
Po Box 3325	Broadway Nedlands	WA	6009	
Level 24/108 St Georges Terrace	Perth	WA	6000	
